[0.38518519 1.07899257],[0.23703704 0.69663113],[0.92592593 0.16237267],
[0.64444444 1.28850569],[0.73333333 1.1785113 ],[0.57777778 1.19422479],
[0.42222222 1.20993827],[0.26666667 1.22565175],[0.80740741 0.30903185],
[0.8        0.70710678],[0.64444444 0.72282027],[0.4962963  0.19903746],
[0.26666667 0.65996633],[0.34074074 0.21475095],[0.97037037 1.16803565],
[0.82222222 0.7856742 ],[0.81481481 1.18374913],[0.65925926 1.19946261],
[0.5037037 1.2151761],[0.59259259 1.10518171],[0.43703704 1.12089519],
[0.88888889 0.31426968],[0.28148148 1.13660868],[0.88148148 0.71234461],
[0.65925926 0.63377719],[0.65185185 1.03185212],[0.5037037  0.64949067],
[0.88148148 0.14665918],[0.2        0.14142136],[0.82962963 1.09470605],
[0.67407407 1.11041954],[0.51851852 1.12613302],[0.36296296 1.14184651],
[0.9037037 0.2252266],[0.2962963 1.0475656],[0.8962963  0.62330153],
[0.74814815 0.24094009],[0.74074074 0.63901502],[0.51851852 0.5604476 ],
[0.51111111 0.95852253],[0.36296296 0.57616108],[0.35555556 0.97423601],
[0.91851852 0.70186895],[0.91111111 1.09994388],[0.74074074 0.07332959],
[0.05925926 0.06809176],[0.53333333 1.03708995],[0.98518519 0.23046443],
[0.37777778 1.05280343],[0.91851852 0.13618353],[0.22222222 1.06851691],
[0.91111111 0.53425846],[0.76296296 0.15189701],[0.75555556 0.54997194],
[0.60740741 0.1676105 ],[0.14814815 1.37231094],[0.6        0.56568542],
[0.45185185 0.18332398],[0.37777778 0.487118  ],[0.37037037 0.88519293],
[0.22222222 0.50283149],[0.21481481 0.90090642],[0.92592593 1.01090081],
[0.77777778 0.62853936],[0.77037037 1.02661429],[0.62222222 0.64425285],
[0.6 0. ],[0.61481481 1.04232777],[0.54074074 1.3461218 ],
[0.39259259 0.96376035],[0.84444444 0.15713484],[0.38518519 1.36183528],
[0.23703704 0.97947384],[0.83703704 0.55520977],[0.77777778 0.06285394],
[0.22962963 1.37754877],[0.08148148 0.99518732],[0.77037037 0.46092886],
[0.62222222 0.07856742],[0.07407407 1.39326225],[0.61481481 0.47664235],
[0.46666667 0.0942809 ],[0.00740741 1.29898135],[0.45925926 0.49235583],
[0.23703704 0.41378841],[0.22962963 0.81186334],[0.08148148 0.4295019 ],
[0.07407407 0.82757683],[0.63703704 0.55520977],[0.62962963 0.9532847 ],
[0.47407407 0.96899818],[0.85925926 0.06809176],[0.4        1.27279221],
[0.25185185 0.89043076],[0.85185185 0.46616669],[0.7037037  0.08380525],
[0.24444444 1.28850569],[0.0962963  0.90614425],[0.6962963  0.48188018],
[0.08888889 1.30421917],[0.62962963 0.38759927],[0.47407407 0.40331276],
[0.31851852 0.41902624],[0.31111111 0.81710117],[0.94814815 1.37231094],
[0.79259259 1.38802442],[0.0962963  0.34045882],[0.11111111 1.38278659],
[0.08888889 0.73853375],[0.48888889 0.87995511],[0.48148148 1.27803003],
[0.33333333 0.89566859],[0.32592593 1.29374352],[0.86666667 0.37712362],
[0.25925926 1.19946261],[0.11111111 0.81710117],[0.71111111 0.3928371 ],
[0.56296296 0.01047566],[0.1037037 1.2151761],[0.55555556 0.40855058],
[0.48888889 0.31426968],[0.48148148 0.71234461],[0.33333333 0.32998316],
[0.32592593 0.72805809],[0.17777778 0.34569665],[0.17037037 0.74377158],
[0.02222222 0.36141013],[0.4962963  1.18898696],[0.34814815 0.80662551],
[0.34074074 1.20470044],[0.19259259 0.822339  ],[0.18518519 1.22041393],
[0.72592593 0.30379402],[0.57037037 0.31950751],[0.41481481 0.33522099],
[0.34814815 0.24094009],[0.88888889 1.30421917],[0.34074074 0.63901502],
[0.19259259 0.25665357],[0.18518519 0.6547285 ],[0.03703704 0.27236706],
[0.02962963 0.67044199],[0.20740741 0.73329592],[0.2        1.13137085],
[0.05185185 0.74900941],[0.04444444 1.14708433],[0.58518519 0.23046443],
[0.97777778 0.91138207],[0.42962963 0.24617792],[0.27407407 0.2618914 ],
[0.9037037 1.2151761],[0.11851852 0.27760488],[0.20740741 0.1676105 ],
[0.74814815 1.23088958],[0.2        0.56568542],[0.05185185 0.18332398],
[0.04444444 0.58139891],[0.97777778 0.34569665],[0.44444444 0.72282027],
[0.06666667 0.65996633],[0.66666667 0.23570226],[0.05925926 1.05804126],
[0.99259259 0.822339  ],[0.44444444 0.15713484],[0.98518519 1.22041393],
[0.28888889 0.17284832],[0.13333333 0.18856181],[0.91851852 1.12613302],
[0.12592593 0.58663674],[0.76296296 1.14184651],[0.06666667 0.0942809 ],
[0.60740741 1.15755999],[0.05925926 0.49235583],[0.45185185 1.17327347],
[0.99259259 0.25665357],[0.98518519 0.6547285 ],[0.3037037  0.64949067],
[0.12592593 0.02095131],[0.68148148 0.14665918],[0.45185185 0.60758805],
[0.52592593 0.16237267],[0.3037037  0.08380525],[0.84444444 1.14708433],
[0.14814815 0.09951873],[0.68888889 1.16279782],[0.14074074 0.49759366],
[0.62222222 1.06851691],[0.46666667 1.0842304 ],[0.84444444 0.58139891],
[0.83703704 0.97947384],[0.16296296 0.57616108],[0.68888889 0.59711239],
[0.15555556 0.97423601],[0.54074074 0.07332959],[0.38518519 0.08904308],
[0.85925926 1.05804126],[0.16296296 0.01047566],[0.7037037  1.07375474],
[0.15555556 0.40855058],[0.00740741 0.02618914],[0.54814815 1.08946823],
[0.         0.42426407],[0.93333333 0.18856181],[0.47407407 1.39326225],
[0.31851852 1.40897573],[0.7037037  0.50806932],[0.6962963  0.90614425],
[0.54814815 0.5237828 ],[0.01481481 0.90090642],[0.4 0. ],
[0.94074074 1.06327909],[0.24444444 0.01571348],[0.87407407 0.96899818],
[0.86666667 1.36707311],[0.71851852 0.98471167],[0.71111111 1.38278659],
[0.56296296 1.00042515],[0.01481481 0.33522099],[0.55555556 1.39850008],
[0.40740741 1.01613863],[0.94814815 0.09951873],[0.94074074 0.49759366],
[0.79259259 0.11523222],[0.33333333 1.31993266],[0.78518519 0.51330714],
[0.17777778 1.33564614],[0.02222222 1.35135963],[0.56296296 0.43473972],
[0.55555556 0.83281465],[0.40740741 0.45045321],[0.96296296 0.57616108],
[0.95555556 0.97423601],[0.80740741 0.59187456],[0.8        0.98994949],
[0.73333333 0.89566859],[0.72592593 1.29374352],[0.57777778 0.91138207],
[0.57037037 1.309457  ],[0.42222222 0.92709556],[0.96296296 0.01047566],
[0.41481481 1.32517049],[0.26666667 0.94280904],[0.95555556 0.40855058],
[0.80740741 0.02618914],[0.8        0.42426407],[0.19259259 1.24660307],
[0.64444444 0.43997755],[0.03703704 1.26231655],[0.59259259 1.38802442],
[0.42222222 0.36141013],[0.41481481 0.75948506],[0.26666667 0.37712362],
[0.97037037 0.88519293],[0.82222222 0.50283149],[0.81481481 0.90090642],
[0.65925926 0.9166199 ],[0.65185185 1.31469483],[0.59259259 0.822339  ],
[0.58518519 1.22041393],[0.43703704 0.83805248],[0.88888889 0.03142697],
[0.42962963 1.23612741],[0.28148148 0.85376597],[0.88148148 0.4295019 ],
[0.27407407 1.25184089],[0.81481481 0.33522099],[0.11851852 1.26755438],
[0.65925926 0.35093448],[0.05185185 1.17327347],[0.65185185 0.74900941],
[0.5037037  0.36664796],[0.97777778 1.33564614],[0.28148148 0.28808054],
[0.2962963  1.33040831],[0.11851852 0.70186895],[0.82962963 0.81186334],
[0.67407407 0.82757683],[0.66666667 1.22565175],[0.51851852 0.84329031],
[0.51111111 1.24136524],[0.44444444 1.14708433],[0.2962963  0.76472289],
[0.8962963  0.34045882],[0.28888889 1.16279782],[0.74074074 0.3561723 ],
[0.13333333 1.1785113 ],[0.67407407 0.2618914 ],[0.66666667 0.65996633],
[0.51851852 0.27760488],[0.51111111 0.67567981],[0.36296296 0.29331837],
[0.35555556 0.6913933 ],[0.68148148 1.13660868],[0.53333333 0.75424723],
[0.52592593 1.15232216],[0.37777778 0.76996072],[0.37037037 1.16803565],
[0.91111111 0.25141574],[0.3037037  1.07375474],[0.75555556 0.26712923],
[0.14814815 1.08946823],[0.6        0.28284271],[0.53333333 0.18856181],
[0.52592593 0.58663674],[0.37777778 0.20427529],[0.37037037 0.60235022],
[0.22222222 0.21998878],[0.21481481 0.61806371],[0.92592593 0.72805809],
[0.77037037 0.74377158],[0.54074074 1.06327909],[0.39259259 0.68091764],

